Class,Subclass,Caption
04330267,bbaaaf017a32d63a15cef3430fd3876,"a cylindrical object with a smooth surface, rounded top, and metallic sheen positioned on a flat surface."
04330267,4a82d3e205075abdc5f3208c32f3ec87,a metallic cylindrical structure with a flat top and a curved bottom on a smooth surface.
04330267,e30e4f8c9383b4b3a805114916841d69,"a white stove with four circular burners, a blue screen, and a control panel on top, placed on a gray surface."
04330267,f23bc665def38d3950dca30f65c243da,"a white, metallic object with four circular holes and a smooth, shiny surface."
04379243,5a00f82cae6d2566d249abd69334079c,a rectangular wooden table with a brown finish and a red cushion on top.
04379243,a75a5570ba1571447e1dc03b595bd36c,a rectangular table with a transparent glass top.
04379243,3bf8b96b10519a984afda4ff857119a2,a wooden table with a white surface and a triangular arrangement of four black and four white rods.
04379243,6b6c03883c704389c3bd24f986301745,"a rectangular wooden drawer with a white interior, positioned on a flat surface against a gray background."
04379243,b9886dd3c4a651f3664b3b9b23ddfcbc,a brown rectangular wooden table with a flat top and four legs on a grayish-brown background.
04401088,74314be9ad38b02171eade9e9bdd0f45,"a rectangular, smooth, transparent or translucent object with a flat surface."
04401088,4e8cb66f915fb5ac5fdc2445fe061736,a black smartphone with a white screen and a camera module on the back.
04401088,bdcef95e8efb2665408f0e810863705a,"a smartphone with a black and blue color scheme, featuring a large screen displaying the time ""11:12"" and a battery indicator of ""40%."""
04401088,dacb3f6f6b0cc7a52b1abd641c06dcad,"a white and black smartphone with a touchscreen display, camera module, and buttons, positioned upright against a gray background."
04401088,5c141e299b50f1139f24fa4acce33c04,"a gray, rectangular object with a red border, a white center, and multiple buttons arranged in a grid pattern, appearing to float in the air."
04460130,acc8313c1f285a51d3a20b36eab6731d,"a shiny metallic cylindrical tank with a pointed top and a lid, positioned on a flat surface."
04460130,8b5f398ede93e1fd8da631348bdc760a,"a cylindrical object with a white body, a black pointed top, and a curved bottom."
04460130,f679821836f140f39ebe905ef4009f84,"a white lighthouse with a pointed top, three windows on the top, and two on the side, surrounded by a sloped roof and a chimney."
04460130,5bae6e286a9ce96de6bffcc6da770837,"a white, cylindrical structure with a pointed top and a smooth, matte finish."
04460130,edf288c16aa9797a4d423544e7c5cb27,"a single, white, curved line against a solid gray background."
04468005,e6392c22c70a5735f0f5113376645c58,"A train engine with a white body and a red and white front, featuring two wheels on each side and two attached engines."
04468005,5df84478c357fc7c5b056960183c4aff,"a sleek, white train with multiple carriages and a pointed nose moving forward against a solid gray background."
04468005,409108700a3135159854ff9122ad4a0b,a stationary white train car with multiple windows on a flat surface.
04468005,2cebb68aab385306f6fb0164eb28c4c2,"A series of white, three-dimensional train models arranged in a straight line against a solid gray background."
04468005,76470b75fcaffab629054625f34e281d,"a white train engine with a black front and a red stripe, featuring a large round front and four wheels."
04530566,cea154f7fb5351bc26da67afecb7dc87,"a large, white cruise ship with a sleek design positioned on a flat surface against a solid gray background."
04530566,18761559208a970188d5590328ce0ddf,"a large, metallic ship with a red hull, a black and white striped deck, and a pointed nose, floating on a smooth gray surface."
04530566,481e13e24905af01ba1e7c529a2559b5,"a large metallic boat with a curved hull and multiple cylindrical propulsion structures, floating on a flat surface."
04530566,887be2603a56d8acc13b4b8de5611825,"a monochromatic gray object resembling a ship with a smooth, flat surface."
04530566,bb248dedd82b2f28deed0e4a55ad5dd6,"A large, cylindrical object with a smooth, reflective surface and multiple arms extending from a central shaft, suggesting motion."
04554684,ba5ea28f0065c71cdf3a1b0d597ce76e,"a white rectangular appliance with a flat top and a handle on the right side, featuring a visible brand logo."
04554684,8340c44f09408180d122457e1745c167,"a white washing machine with a blue door, circular dial, and blue handle."
04554684,5e071ea7184305122c5cdbc97c64ef41,"a white, rectangular object with a rounded top, flat bottom, and a central hole."
04554684,aa9d1a55c1a546a1df3a1b0d597ce76e,"a white rectangular appliance, likely a washing machine or dryer, with a smooth surface, visible door, and handle."
04554684,dbd0ba5a349a8849fb0f1b7266d79466,"a white appliance with two doors and circular dials on the front and back, likely a washing machine or dryer."
